day_1 0.136541
day_2 0.01413
day_3 0.024425
day_4 4.073498
day_5 0.021194
day_6 20.49668
day_7 0.0596
day_8 0.017984
day_9 0.114243
day_10 4.997532
day_11 0.442473
day_12 0.046306
day_13 0.701892
day_14 0.020096
day_15 7.659758
day_16 0.026758
day_17 0.292923
day_18 4.204583
day_19 0.015157
day_20 5.877583
day_21 0.027199
day_22 0.49811
day_23 0.017312
day_24 0.483642
day_25 2.420897
